date,rank,title,author,description
2014-04-13,12,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read.
2014-04-13,13,THE INVENTION OF WINGS,Sue Monk Kidd,"The relationship between a wealthy Charleston girl, Sarah Grimké, who will grow up to become a prominent abolitionist, and the slave she is given for her 11th birthday. "
2014-04-13,14,FOUR FRIENDS,Ron Carr,A reserved newcomer to Mill Valley helps a group of women in her neighborhood discover their true selves.
2014-04-13,15,TEMPTING FATE,Jane Green,A happily married middle-aged woman is drawn to another man.
2014-04-13,16,SYCAMORE ROW,John Grisham,"A sequel, about race and inheritance, to “A Time to Kill.” "
2014-04-13,17,POWER PLAY,Danielle Steel,Two C.E.O.s in Northern California — a man and a woman — face very different challenges.
2014-04-13,18,DASH OF PERIL,Lori Foster,"To bring down an abduction ring, a no-nonsense police lieutenant reluctantly teams up with the one man who makes her lose control."
2014-04-13,19,WAITING ON YOU,Kristan Higgins,"A family emergency has brought Lucas back to Manningsport, and Colleen must decide whether her first love is worth a second chance."
2014-04-13,20,THE RETURN OF RAFE MACKADE,Nora Roberts,"Ten years after disappearing from Antietam, Md., a bad boy’s return sets tongues wagging, and he intrigues the newcomer Regan Jones; Book 1 of the MacKade Brothers series."
2014-04-13,1,SHADOW SPELL,Nora Roberts,"In County Mayo, a falconer with an unresolved past falls for his sister’s best friend; Book 2 of the Cousins O’Dwyer trilogy."
2014-04-13,2,NYPD RED 2,James Patterson and Marshall Karp,Detective Zach Jordan and his partner are called when the body of a wealthy woman is discovered on the Central Park carousel; the second book in a new series.
2014-04-13,3,MISSING YOU,Harlan Coben,"Kat Donovan, an N.Y.P.D. detective, searches for the ex-fiancé who left her years before; her father’s murderer; and the reason the users of an online dating site are disappearing."
2014-04-13,4,THE FIXED TRILOGY,Laurelin Paige,"Collects ""Fixed on You,"" ""Found in You"" and ""Forever With You,"" the story of Alayna Wither and Hudson Pierce."
2014-04-13,5,BLOSSOM STREET BRIDES,Debbie Macomber,Three women’s lives intersect around a Seattle knitting store; a Blossom Street novel.
2014-04-13,6,LITTLE GIRL LOST,Brian McGilloway,"A Northern Ireland police officer finds a little girl in the woods, her hands covered in blood."
2014-04-13,7,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-04-13,8,FATAL JEOPARDY,Marie Force,"The story of Sam Holland, a police lieutenant, and her husband, Senator Nick Cappuano, continues; the Fatal series, Book 7."
2014-04-13,9,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,Rob Thomas and Jennifer Graham,The investigator searches for a girl who went missing during spring break.
2014-04-13,10,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-04-13,11,PLAY,Kylie Scott,A woman is paid to pretend to be the girlfriend of a famous rock drummer; a Stage Dive novel.
2014-04-13,12,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read.
2014-04-13,13,THE INVENTION OF WINGS,Sue Monk Kidd,"The relationship between a wealthy Charleston girl, Sarah Grimké, who will grow up to become a prominent abolitionist, and the slave she is given for her 11th birthday. "
2014-04-13,14,FOUR FRIENDS,Ron Carr,A reserved newcomer to Mill Valley helps a group of women in her neighborhood discover their true selves.
2014-04-13,15,TEMPTING FATE,Jane Green,A happily married middle-aged woman is drawn to another man.
2014-04-13,16,SYCAMORE ROW,John Grisham,"A sequel, about race and inheritance, to “A Time to Kill.” "
2014-04-13,17,POWER PLAY,Danielle Steel,Two C.E.O.s in Northern California — a man and a woman — face very different challenges.
2014-04-13,18,DASH OF PERIL,Lori Foster,"To bring down an abduction ring, a no-nonsense police lieutenant reluctantly teams up with the one man who makes her lose control."
2014-04-13,19,WAITING ON YOU,Kristan Higgins,"A family emergency has brought Lucas back to Manningsport, and Colleen must decide whether her first love is worth a second chance."
2014-04-13,20,THE RETURN OF RAFE MACKADE,Nora Roberts,"Ten years after disappearing from Antietam, Md., a bad boy’s return sets tongues wagging, and he intrigues the newcomer Regan Jones; Book 1 of the MacKade Brothers series."
2014-04-13,1,SHADOW SPELL,Nora Roberts,"In County Mayo, a falconer with an unresolved past falls for his sister’s best friend; Book 2 of the Cousins O’Dwyer trilogy."
2014-04-13,2,NYPD RED 2,James Patterson and Marshall Karp,Detective Zach Jordan and his partner are called when the body of a wealthy woman is discovered on the Central Park carousel; the second book in a new series.
2014-04-13,3,MISSING YOU,Harlan Coben,"Kat Donovan, an N.Y.P.D. detective, searches for the ex-fiancé who left her years before; her father’s murderer; and the reason the users of an online dating site are disappearing."
2014-04-13,4,THE FIXED TRILOGY,Laurelin Paige,"Collects ""Fixed on You,"" ""Found in You"" and ""Forever With You,"" the story of Alayna Wither and Hudson Pierce."
2014-04-13,5,BLOSSOM STREET BRIDES,Debbie Macomber,Three women’s lives intersect around a Seattle knitting store; a Blossom Street novel.
2014-04-13,6,LITTLE GIRL LOST,Brian McGilloway,"A Northern Ireland police officer finds a little girl in the woods, her hands covered in blood."
2014-04-13,7,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-04-13,8,FATAL JEOPARDY,Marie Force,"The story of Sam Holland, a police lieutenant, and her husband, Senator Nick Cappuano, continues; the Fatal series, Book 7."
2014-04-13,9,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,Rob Thomas and Jennifer Graham,The investigator searches for a girl who went missing during spring break.
2014-04-13,10,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-04-13,11,PLAY,Kylie Scott,A woman is paid to pretend to be the girlfriend of a famous rock drummer; a Stage Dive novel.
2014-04-13,12,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read.
2014-04-13,13,THE INVENTION OF WINGS,Sue Monk Kidd,"The relationship between a wealthy Charleston girl, Sarah Grimké, who will grow up to become a prominent abolitionist, and the slave she is given for her 11th birthday. "
2014-04-13,14,FOUR FRIENDS,Ron Carr,A reserved newcomer to Mill Valley helps a group of women in her neighborhood discover their true selves.
2014-04-13,15,TEMPTING FATE,Jane Green,A happily married middle-aged woman is drawn to another man.
2014-04-13,16,SYCAMORE ROW,John Grisham,"A sequel, about race and inheritance, to “A Time to Kill.” "
2014-04-13,17,POWER PLAY,Danielle Steel,Two C.E.O.s in Northern California — a man and a woman — face very different challenges.
2014-04-13,18,DASH OF PERIL,Lori Foster,"To bring down an abduction ring, a no-nonsense police lieutenant reluctantly teams up with the one man who makes her lose control."
2014-04-13,19,WAITING ON YOU,Kristan Higgins,"A family emergency has brought Lucas back to Manningsport, and Colleen must decide whether her first love is worth a second chance."
2014-04-13,20,THE RETURN OF RAFE MACKADE,Nora Roberts,"Ten years after disappearing from Antietam, Md., a bad boy’s return sets tongues wagging, and he intrigues the newcomer Regan Jones; Book 1 of the MacKade Brothers series."
2014-04-13,1,SHADOW SPELL,Nora Roberts,"In County Mayo, a falconer with an unresolved past falls for his sister’s best friend; Book 2 of the Cousins O’Dwyer trilogy."
2014-04-13,2,NYPD RED 2,James Patterson and Marshall Karp,Detective Zach Jordan and his partner are called when the body of a wealthy woman is discovered on the Central Park carousel; the second book in a new series.
2014-04-13,3,MISSING YOU,Harlan Coben,"Kat Donovan, an N.Y.P.D. detective, searches for the ex-fiancé who left her years before; her father’s murderer; and the reason the users of an online dating site are disappearing."
2014-04-13,4,THE FIXED TRILOGY,Laurelin Paige,"Collects ""Fixed on You,"" ""Found in You"" and ""Forever With You,"" the story of Alayna Wither and Hudson Pierce."
2014-04-13,5,BLOSSOM STREET BRIDES,Debbie Macomber,Three women’s lives intersect around a Seattle knitting store; a Blossom Street novel.
2014-04-13,6,LITTLE GIRL LOST,Brian McGilloway,"A Northern Ireland police officer finds a little girl in the woods, her hands covered in blood."
2014-04-13,7,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-04-13,8,FATAL JEOPARDY,Marie Force,"The story of Sam Holland, a police lieutenant, and her husband, Senator Nick Cappuano, continues; the Fatal series, Book 7."
2014-04-13,9,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,Rob Thomas and Jennifer Graham,The investigator searches for a girl who went missing during spring break.
2014-04-13,10,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-04-13,11,PLAY,Kylie Scott,A woman is paid to pretend to be the girlfriend of a famous rock drummer; a Stage Dive novel.
2014-04-13,12,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read.
2014-04-13,13,THE INVENTION OF WINGS,Sue Monk Kidd,"The relationship between a wealthy Charleston girl, Sarah Grimké, who will grow up to become a prominent abolitionist, and the slave she is given for her 11th birthday. "
2014-04-13,14,FOUR FRIENDS,Ron Carr,A reserved newcomer to Mill Valley helps a group of women in her neighborhood discover their true selves.
2014-04-13,15,TEMPTING FATE,Jane Green,A happily married middle-aged woman is drawn to another man.
2014-04-13,16,SYCAMORE ROW,John Grisham,"A sequel, about race and inheritance, to “A Time to Kill.” "
2014-04-13,17,POWER PLAY,Danielle Steel,Two C.E.O.s in Northern California — a man and a woman — face very different challenges.
2014-04-13,18,DASH OF PERIL,Lori Foster,"To bring down an abduction ring, a no-nonsense police lieutenant reluctantly teams up with the one man who makes her lose control."
2014-04-13,19,WAITING ON YOU,Kristan Higgins,"A family emergency has brought Lucas back to Manningsport, and Colleen must decide whether her first love is worth a second chance."
2014-04-13,20,THE RETURN OF RAFE MACKADE,Nora Roberts,"Ten years after disappearing from Antietam, Md., a bad boy’s return sets tongues wagging, and he intrigues the newcomer Regan Jones; Book 1 of the MacKade Brothers series."
2014-06-15,1,SKIN GAME,Jim Butcher,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.
2014-06-15,2,UNLUCKY 13,James Patterson and Maxine Paetro,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action."
2014-06-15,3,AIR BOUND,Christine Feehan,"Kidnapped and held aboard a ship, Airiana must rely on Maxim, one of the feared Prakenskii brothers."
2014-06-15,4,GHOST SHIP,Clive Cussler and Graham Brown,"Kurt Austin, Joe Zavala and the rest of the NUMA crew investigate a sinister organization responsible for vanishing scientists, suspicious accidents and a human trafficking ring. "
2014-06-15,5,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-06-15,6,FIELD OF PREY,John Sandford,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.
2014-06-15,7,THE ONE AND ONLY,Emily Giffin,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons."
2014-06-15,8,BEFORE WE KISS,Susan Mallery,Dellina Hopkins finds that storing gowns from a friend's bridal boutique scares off her first and only fling.
2014-06-15,9,THE TARGET,David Baldacci,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary."
2014-06-15,10,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-06-15,11,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-06-15,12,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-06-15,13,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2014-06-15,14,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read until after his death.
2014-06-15,15,THE GIRL WHO CAME HOME,Hazel Gaynor,Long-held secrets revealed by a survivor of the Titanic change the life of her great-granddaughter.
2014-06-15,16,THE MARRIAGE PACT,Linda Lael Miller,"Forming a marriage pact with her single friends in Bliss County, Hadleigh doesn't expect Tripp to meddle with her new plan to find Mr. Right."
2014-06-15,17,NATCHEZ BURNING,Greg Iles,"Penn Cage, a former prosecutor in Natchez, Miss., delves into the secrets of his father, a doctor who has been accused of murdering an African-American nurse."
2014-06-15,18,THE LINCOLN MYTH,Steve Berry,The former government operative Cotton Malone becomes involved in a dangerous conflict set in motion by America's founding fathers.
2014-06-15,19,THE VACATIONERS,Emma Straub,"Well-heeled New Yorkers and their friends spend two weeks in Majorca, a time when rivalries and secrets come to light."
2014-06-15,20,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2014-06-15,1,SKIN GAME,Jim Butcher,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.
2014-06-15,2,UNLUCKY 13,James Patterson and Maxine Paetro,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action."
2014-06-15,3,AIR BOUND,Christine Feehan,"Kidnapped and held aboard a ship, Airiana must rely on Maxim, one of the feared Prakenskii brothers."
2014-06-15,4,GHOST SHIP,Clive Cussler and Graham Brown,"Kurt Austin, Joe Zavala and the rest of the NUMA crew investigate a sinister organization responsible for vanishing scientists, suspicious accidents and a human trafficking ring. "
2014-06-15,5,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-06-15,6,FIELD OF PREY,John Sandford,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.
2014-06-15,7,THE ONE AND ONLY,Emily Giffin,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons."
2014-06-15,8,BEFORE WE KISS,Susan Mallery,Dellina Hopkins finds that storing gowns from a friend's bridal boutique scares off her first and only fling.
2014-06-15,9,THE TARGET,David Baldacci,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary."
2014-06-15,10,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-06-15,11,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-06-15,12,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-06-15,13,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2014-06-15,14,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read until after his death.
2014-06-15,15,THE GIRL WHO CAME HOME,Hazel Gaynor,Long-held secrets revealed by a survivor of the Titanic change the life of her great-granddaughter.
2014-06-15,16,THE MARRIAGE PACT,Linda Lael Miller,"Forming a marriage pact with her single friends in Bliss County, Hadleigh doesn't expect Tripp to meddle with her new plan to find Mr. Right."
2014-06-15,17,NATCHEZ BURNING,Greg Iles,"Penn Cage, a former prosecutor in Natchez, Miss., delves into the secrets of his father, a doctor who has been accused of murdering an African-American nurse."
2014-06-15,18,THE LINCOLN MYTH,Steve Berry,The former government operative Cotton Malone becomes involved in a dangerous conflict set in motion by America's founding fathers.
2014-06-15,19,THE VACATIONERS,Emma Straub,"Well-heeled New Yorkers and their friends spend two weeks in Majorca, a time when rivalries and secrets come to light."
2014-06-15,20,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2014-06-15,1,SKIN GAME,Jim Butcher,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.
2014-06-15,2,UNLUCKY 13,James Patterson and Maxine Paetro,"With the return of a killer who was presumed dead, the San Francisco detective Lindsay Boxer and the Women’s Murder Club take action."
2014-06-15,3,AIR BOUND,Christine Feehan,"Kidnapped and held aboard a ship, Airiana must rely on Maxim, one of the feared Prakenskii brothers."
2014-06-15,4,GHOST SHIP,Clive Cussler and Graham Brown,"Kurt Austin, Joe Zavala and the rest of the NUMA crew investigate a sinister organization responsible for vanishing scientists, suspicious accidents and a human trafficking ring. "
2014-06-15,5,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-06-15,6,FIELD OF PREY,John Sandford,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.
2014-06-15,7,THE ONE AND ONLY,Emily Giffin,"A woman who has grown up and made her life in a small, football-obsessed Texas town begins to expand her horizons."
2014-06-15,8,BEFORE WE KISS,Susan Mallery,Dellina Hopkins finds that storing gowns from a friend's bridal boutique scares off her first and only fling.
2014-06-15,9,THE TARGET,David Baldacci,"As the government hit man Will Robie and his partner, Jessica Reel, prepare for a mission, they face a new adversary."
2014-06-15,10,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-06-15,11,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-06-15,12,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-06-15,13,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2014-06-15,14,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read until after his death.
2014-06-15,15,THE GIRL WHO CAME HOME,Hazel Gaynor,Long-held secrets revealed by a survivor of the Titanic change the life of her great-granddaughter.
2014-06-15,16,THE MARRIAGE PACT,Linda Lael Miller,"Forming a marriage pact with her single friends in Bliss County, Hadleigh doesn't expect Tripp to meddle with her new plan to find Mr. Right."
2014-06-15,17,NATCHEZ BURNING,Greg Iles,"Penn Cage, a former prosecutor in Natchez, Miss., delves into the secrets of his father, a doctor who has been accused of murdering an African-American nurse."
2014-06-15,18,THE LINCOLN MYTH,Steve Berry,The former government operative Cotton Malone becomes involved in a dangerous conflict set in motion by America's founding fathers.
2014-06-15,19,THE VACATIONERS,Emma Straub,"Well-heeled New Yorkers and their friends spend two weeks in Majorca, a time when rivalries and secrets come to light."
2014-06-15,20,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2014-08-17,1,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-08-17,2,NOT A DRILL,Lee Child,"In this e-book short story, Jack Reacher is on a summer hike when the trail is suddenly closed and the military police show up."
2014-08-17,3,FAST TRACK,Julie Garwood,"A woman faces threats as she searches for the truth about her long-dead mother, aided by her best friend’s attractive older brother."
2014-08-17,4,FIFTY SHADES OF GREY,E L James,An innocent college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.
2014-08-17,5,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-08-17,6,LEAD,Kylie Scott,"A rock singer goes to rehab, and a new assistant is hired to keep him out of trouble. 　"
2014-08-17,7,MAGIC BREAKS,Ilona Andrews,"In the seventh Kate Daniels novel, Kate deals with paranormal politics in Atlanta as she prepares the Pack for an attack."
2014-08-17,8,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-08-17,9,THE HEIST,Daniel Silva,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, must track down a famous missing painting by Caravaggio."
2014-08-17,10,FIFTY SHADES DARKER,E L James,"Daunted by Christian’s dark secrets, Anastasia ends their relationship — but desire still dominates her every thought; the second book in a trilogy."
2014-08-17,11,DESERVES TO DIE,Lisa Jackson,"Someone in Grizzly Falls, Mont., is killing women and cutting off their ring fingers."
2014-08-17,12,THE BOOK OF LIFE,Deborah Harkness,"In the conclusion to the All Souls trilogy, the Oxford scholar/witch Diana Bishop and the vampire geneticist Matthew Clairmont return from Elizabethan London to the present."
2014-08-17,13,ACT OF WAR,Brad Thor,The counterterrorism operative Scot Harvath undertakes two dangerous missions as America faces an imminent attack.
2014-08-17,14,INVISIBLE,James Patterson and David Ellis,"Searching for her sister’s killer, a former F.B.I. researcher finds a link between scores of unsolved cases."
2014-08-17,15,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-08-17,16,OUTLANDER,Diana Gabaldon,"During a second honeymoon in the Scottish Highlands, an English nurse is transported back to 1743. Read by Davina Porter. 32 hours, 38 minutes unabridged."
2014-08-17,17,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-08-17,18,A PERFECT LIFE,Danielle Steel,A television anchor's on-air poise belies her unsettled life.
2014-08-17,19,TOM CLANCY: SUPPORT AND DEFEND,Mark Greaney,"Dominic Caruso, an F.B.I. agent and President Jack Ryan's nephew, pursues a fugitive who possesses information that could destroy American intelligence efforts around the world."
2014-08-17,20,FIFTY SHADES FREED,E L James,"Reunited, Anastasia and Christian face a world of possibilities, and unexpected challenges; the final volume in a trilogy."
2014-08-17,1,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-08-17,2,NOT A DRILL,Lee Child,"In this e-book short story, Jack Reacher is on a summer hike when the trail is suddenly closed and the military police show up."
2014-08-17,3,FAST TRACK,Julie Garwood,"A woman faces threats as she searches for the truth about her long-dead mother, aided by her best friend’s attractive older brother."
2014-08-17,4,FIFTY SHADES OF GREY,E L James,An innocent college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.
2014-08-17,5,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-08-17,6,LEAD,Kylie Scott,"A rock singer goes to rehab, and a new assistant is hired to keep him out of trouble. 　"
2014-08-17,7,MAGIC BREAKS,Ilona Andrews,"In the seventh Kate Daniels novel, Kate deals with paranormal politics in Atlanta as she prepares the Pack for an attack."
2014-08-17,8,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-08-17,9,THE HEIST,Daniel Silva,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, must track down a famous missing painting by Caravaggio."
2014-08-17,10,FIFTY SHADES DARKER,E L James,"Daunted by Christian’s dark secrets, Anastasia ends their relationship — but desire still dominates her every thought; the second book in a trilogy."
2014-08-17,11,DESERVES TO DIE,Lisa Jackson,"Someone in Grizzly Falls, Mont., is killing women and cutting off their ring fingers."
2014-08-17,12,THE BOOK OF LIFE,Deborah Harkness,"In the conclusion to the All Souls trilogy, the Oxford scholar/witch Diana Bishop and the vampire geneticist Matthew Clairmont return from Elizabethan London to the present."
2014-08-17,13,ACT OF WAR,Brad Thor,The counterterrorism operative Scot Harvath undertakes two dangerous missions as America faces an imminent attack.
2014-08-17,14,INVISIBLE,James Patterson and David Ellis,"Searching for her sister’s killer, a former F.B.I. researcher finds a link between scores of unsolved cases."
2014-08-17,15,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-08-17,16,OUTLANDER,Diana Gabaldon,"During a second honeymoon in the Scottish Highlands, an English nurse is transported back to 1743. Read by Davina Porter. 32 hours, 38 minutes unabridged."
2014-08-17,17,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-08-17,18,A PERFECT LIFE,Danielle Steel,A television anchor's on-air poise belies her unsettled life.
2014-08-17,19,TOM CLANCY: SUPPORT AND DEFEND,Mark Greaney,"Dominic Caruso, an F.B.I. agent and President Jack Ryan's nephew, pursues a fugitive who possesses information that could destroy American intelligence efforts around the world."
2014-08-17,20,FIFTY SHADES FREED,E L James,"Reunited, Anastasia and Christian face a world of possibilities, and unexpected challenges; the final volume in a trilogy."
2014-08-17,1,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-08-17,2,NOT A DRILL,Lee Child,"In this e-book short story, Jack Reacher is on a summer hike when the trail is suddenly closed and the military police show up."
2014-08-17,3,FAST TRACK,Julie Garwood,"A woman faces threats as she searches for the truth about her long-dead mother, aided by her best friend’s attractive older brother."
2014-08-17,4,FIFTY SHADES OF GREY,E L James,An innocent college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.
2014-08-17,5,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-08-17,6,LEAD,Kylie Scott,"A rock singer goes to rehab, and a new assistant is hired to keep him out of trouble. 　"
2014-08-17,7,MAGIC BREAKS,Ilona Andrews,"In the seventh Kate Daniels novel, Kate deals with paranormal politics in Atlanta as she prepares the Pack for an attack."
2014-08-17,8,THE GOLDFINCH,Donna Tartt,"A painting smuggled out of the Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and burden."
2014-08-17,9,THE HEIST,Daniel Silva,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, must track down a famous missing painting by Caravaggio."
2014-08-17,10,FIFTY SHADES DARKER,E L James,"Daunted by Christian’s dark secrets, Anastasia ends their relationship — but desire still dominates her every thought; the second book in a trilogy."
2014-08-17,11,DESERVES TO DIE,Lisa Jackson,"Someone in Grizzly Falls, Mont., is killing women and cutting off their ring fingers."
2014-08-17,12,THE BOOK OF LIFE,Deborah Harkness,"In the conclusion to the All Souls trilogy, the Oxford scholar/witch Diana Bishop and the vampire geneticist Matthew Clairmont return from Elizabethan London to the present."
2014-08-17,13,ACT OF WAR,Brad Thor,The counterterrorism operative Scot Harvath undertakes two dangerous missions as America faces an imminent attack.
2014-08-17,14,INVISIBLE,James Patterson and David Ellis,"Searching for her sister’s killer, a former F.B.I. researcher finds a link between scores of unsolved cases."
2014-08-17,15,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-08-17,16,OUTLANDER,Diana Gabaldon,"During a second honeymoon in the Scottish Highlands, an English nurse is transported back to 1743. Read by Davina Porter. 32 hours, 38 minutes unabridged."
2014-08-17,17,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-08-17,18,A PERFECT LIFE,Danielle Steel,A television anchor's on-air poise belies her unsettled life.
2014-08-17,19,TOM CLANCY: SUPPORT AND DEFEND,Mark Greaney,"Dominic Caruso, an F.B.I. agent and President Jack Ryan's nephew, pursues a fugitive who possesses information that could destroy American intelligence efforts around the world."
2014-08-17,20,FIFTY SHADES FREED,E L James,"Reunited, Anastasia and Christian face a world of possibilities, and unexpected challenges; the final volume in a trilogy."
2014-10-19,1,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-10-19,2,BURN,James Patterson and Michael Ledwidge,"Detective Michael Bennett, back in New York City, investigates a peculiar crime in Harlem."
2014-10-19,3,THE LOST KEY,Catherine Coulter and J T Ellison,"Nicholas Drummond of Scotland Yard, now an F.B.I. agent, investigates a Wall Street stabbing that involves secrets reaching back to World War I."
2014-10-19,4,THE BEST OF ME,Nicholas Sparks,"Twenty-five years after their high school romance ended, two classmates return to their North Carolina town for a funeral."
2014-10-19,5,EDGE OF ETERNITY,Ken Follett,Five interrelated families grapple with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy. 
2014-10-19,6,OUTLANDER,Diana Gabaldon,"Claire Randall, an English nurse, is transported back to 1743 during a second honeymoon in the Scottish Highlands."
